id,name,artist_genres,artist_image
0TjAAwE04BeoSeOpJIakYH,Little May,indie folk,https://i.scdn.co/image/ab6761610000e5eb51c16e9033f7e4da363e4acb
79hrYiudVcFyyxyJW0ipTy,The Paper Kites,acoustic pop,https://i.scdn.co/image/ab6761610000e5eb8d8fd6b6234b07e3b27a1b13
2scCthfq8kpZS50gb8koTD,Less Is More,,https://i.scdn.co/image/ab6761610000e5ebe4e74977d8945a862547a3fb
2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,viral pop,https://i.scdn.co/image/ab6761610000e5eb9e6143483dc36287e2ceb6cb
0fs8oBR1rx7JIXZi75h7Uu,Bahari,alt z,https://i.scdn.co/image/ab6761610000e5eb6fbb13fb25d4c5fd46ad78bc
3J28FLi8jjXtUGWf69cP7I,Gardiner Sisters,channel pop,https://i.scdn.co/image/ab6761610000e5eb3de614c44ae81f44594d5e6f
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,folk-pop,https://i.scdn.co/image/ab6761610000e5ebbe936a26ceb9cbbdec7df15b
1T7xYP9ZRJytj25VAAdsB9,Grady Tate,,https://i.scdn.co/image/048b97d1af79c93b05ed5a5efb4e8101eae252fc
7aWOYLUnhaq2h9ZbIHMJbH,Dorado Schmitt,gypsy jazz,https://i.scdn.co/image/ab67616d0000b27372e600395acf3791e8f09766
64oD1nmr26PzBAecbxdBzt,Angelo DeBarre,gypsy jazz,https://i.scdn.co/image/ab67616d0000b273b73bb53d4f3ff4ce3ceff639
7dupCiguCFkYZRisA3foPu,Monie Love,alternative r&b,https://i.scdn.co/image/db1fd9baa8ffdf82d0ef1f0e40f17cb94272d4fb
4EzkuveR9pLvDVFNx6foYD,James Bay,neo mellow,https://i.scdn.co/image/ab6761610000e5ebe56132a53491b23f70cad82c
0hDJSg859MdK4c9vqu1dS8,The Beautiful Girls,australian reggae fusion,https://i.scdn.co/image/ab6761610000e5eb8cd96c03d9de442913fc73f5
0EdvGhlC1FkGItLOWQzG4J,Sublime,rap rock,https://i.scdn.co/image/ab6761610000e5ebe726280500259dbdb97a8be4
7fu6ebyL3JGXJgo5zsOo4k,Harvey Danger,pop rock,https://i.scdn.co/image/84045bd0604f5a906413c4eaf094efdc259d2128
41Q0HrwWBtuUkJc7C1Rp6K,311,alternative metal,https://i.scdn.co/image/ab6761610000e5eb40d6cf99f1e4c6c8ad47411f
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,baroque pop,https://i.scdn.co/image/ab6761610000e5eb92602f233ce2295748f44603
4kLvhMAuCloLxoP1aVM7Lr,Michael Giacchino,orchestral soundtrack,https://i.scdn.co/image/ab6761610000e5eb9945209ac13720afd7eea2e3
0R5BzePlbvG8xTXw0QF3uw,Goldmund,ambient,https://i.scdn.co/image/ab6761610000e5ebddc52cd6d306e925c8ece388
6P2arVKIJ1e2gNWqMqRrEq,Bradford Cox,glitch pop,https://i.scdn.co/image/ab67616d0000b2739cf496527f40563004fc1bdf
1FXNgc8dxBxW9XQzQBWUj7,Antonymes,nu age,https://i.scdn.co/image/ab6761610000e5ebbbdce5659e65f5224df6f38d
0IfkFoyLbsgahVvNfPnV2y,Sylvain Chauveau,ambient,https://i.scdn.co/image/ab6761610000e5ebfac1e14260614cbad427465e
0M3z0zBMyiUMjsmRihijyH,George Skaroulis,new age,https://i.scdn.co/image/ab6761610000e5ebf1da54f6e5bb75499c5080d3
6bJCrLZcvsBMzve04BmgwS,Golden Vessel,aussietronica,https://i.scdn.co/image/ab6761610000e5ebaa516fb6af8f280ccbe43e2d
23IZADrJHPStZ6aMxJVq3s,Jarryd James,australian alternative pop,https://i.scdn.co/image/ab6761610000e5eb7650cb72f0860e8ebf090f2e
54KTsBl98buzGkELjGlnuU,Active Child,chillwave,https://i.scdn.co/image/ab6761610000e5eb7ccdca3ed44538a96544dbb6
4sl6A91q4mGUg10WNqGTCQ,Eliza Lacerda,bossa nova cover,https://i.scdn.co/image/ab6761610000e5ebeff5538bdf96520572df1b0b
4H5EtQdvxwz7wEGNlguKAg,Marcela Mangabeira,bossa nova cover,https://i.scdn.co/image/ab6761610000e5eb4a0fe8eb262ac147cdb32bf5
4jXfFzeP66Zy67HM2mvIIF,Bill Evans,bebop,https://i.scdn.co/image/427eff99088d2a1be072a012f04e2406ee7cc24b
6l40OFJhuTbHQ9V12evc9K,Gerry Mulligan,bebop,https://i.scdn.co/image/218add4b080f3731b5448403eba9b676d5bf992b
4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,art pop,https://i.scdn.co/image/ab6761610000e5eb716bfefb3e9691631a9b2757
1DOeg8AF1iYwlauBy6BX2e,Firekites,newcastle nsw indie,https://i.scdn.co/image/ab67616d0000b2731b196aacc91eada4f062405b
2wJ4vsxWd7df7dRU4KcoDe,Sharon Van Etten,art pop,https://i.scdn.co/image/ab6761610000e5ebbb3dc74d2404dea36f3315ce
0dvdngm0WZX3GFfsD4zWmC,Billie Black,neo r&b,https://i.scdn.co/image/ab67616d0000b273eff8cc84ff639c523ae6e278
3qkB8VudCE7YMitCa5x7lO,Fishing,aussietronica,https://i.scdn.co/image/ab6761610000e5eb43a7936350b8ad75843ec66f
5mZMounx8LpSyLospHT1dK,Wanda Sá,bossa nova,https://i.scdn.co/image/ab6761610000e5eb6b4a49fd6a02f3c8f2335a22
4BoBwZFmzlSepZqWiok2Z9,Anakelly,bossa nova cover,https://i.scdn.co/image/ab6761610000e5eb530827b3e00623e9e79b4e84
6Ah9Hn3gkxnSrKtNA3HGNC,Flavio Mendes,bossa nova cover,https://i.scdn.co/image/ab6761610000e5ebd401420336e7d8bca9e1d57b
4KWmY9RioiBzILyhpJjQ3J,Freedom Dub,coverchill,https://i.scdn.co/image/ab6761610000e5ebb81c1189b77290a379f0dc34
5nfHJzpqgnoQKC4tlczmDN,Maria Augusta,coverchill,https://i.scdn.co/image/ab67616d0000b273918b9b488e6c7297c4deebe4
52H5cpCiEmMVg5ol4Xmb7w,United Rhythms Of Brazil,coverchill,https://i.scdn.co/image/ab6761610000e5ebaab6bd06a3e7e8249171d776
6Q5cnVb5SfF6RWedEp57Al,Michelle Simonal,coverchill,https://i.scdn.co/image/ab6761610000e5eb2d736af3df4e2c670f2ef15a
3xteGq5drjhVw3B6Xes0zn,Holly Wilson,bossa nova cover,https://i.scdn.co/image/ab67616d0000b2730f49e142c415e95638361d1f
6XV6ZZQ4UhNXTi6fxOM8tK,Jane Duboc,musica popular paraense,https://i.scdn.co/image/ab67616d0000b2731a5599d4d7977f1ed0e8a2cc
1J6oTMVgZOOKh6ytjazn87,Natalie Renoir,coverchill,https://i.scdn.co/image/ab6761610000e5ebb37e6667e28352461aa7ea1f
22WZ7M8sxp5THdruNY3gXt,The Doors,acid rock,https://i.scdn.co/image/ab6761610000e5eb440959e022afc20e819050bd
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,disco,https://i.scdn.co/image/1d5a05673975ba0c378cd280344e000b0b865620
4pWvD2wQ6paqieVN9bE8yv,Jenaux,,https://i.scdn.co/image/ab6761610000e5eba690407fc36af1b3b452bd4f
6eUtrZgzxqbV7zMxzN3Sz2,twoloud,dutch house,https://i.scdn.co/image/ab6761610000e5eb0a347c55facaeffe48766aa1
0ufTcMMKPqmiDGKZCA8oDs,Dubstep Hitz,,https://i.scdn.co/image/ab67616d0000b273a508cef381bdcdd79c382d31
3aSkzI3DQrdPtYXizXnwda,Lydia Lunch,experimental,https://i.scdn.co/image/45bbc31f3a71d8cef2e0d96fee39e84064d09606
7bPs6jf983f0bjRAt1yxDM,Patrick Watson,indie folk,https://i.scdn.co/image/ab6761610000e5eb823c0ed52f00d93621fcff2e
79JJCxCCfJ8HufX6w8q2k4,Damien Jurado,chamber pop,https://i.scdn.co/image/ab6761610000e5ebb6ea42cf8874ff65fb7dfcdf
0WJc0VDtzsLIk33XRB20Dy,Fionn Regan,irish pop,https://i.scdn.co/image/ab6761610000e5eb53a37549e57023347857f785
6wxRFhwyIMsZviVQSn9S24,Thomas Leeb,fingerstyle,https://i.scdn.co/image/ab67616d0000b2739517b28287cc95ec783efadc
0I1Fh9V1fAAv3iH1t7Tdig,Justin King,fingerstyle,https://i.scdn.co/image/ab6761610000e5ebfa047abbff33d96b3793687c
41AbNVba2ccpmcc9QtOJE7,Kings of Convenience,bergen indie,https://i.scdn.co/image/ab6761610000e5ebee085e8fca475f2b6a318df9
462T0buQ5ScBUQCRpodDRf,Charles Bradley,funk,https://i.scdn.co/image/ab6761610000e5eb5b855b0ad3f90d4addabf7f2
35mDUnsSVfkJpgjIXHsPC5,Patrick Sweany,modern blues rock,https://i.scdn.co/image/ab6761610000e5eb04cb85131587509a0dc3f891
7K5Lm5dxoEwEpOS0Fc3l3s,Anaïs Mitchell,indie folk,https://i.scdn.co/image/ab6761610000e5eb37ec36d7c4b7c3d4c69799d9
35U9lQaRWSQISxQAB94Meo,America,album rock,https://i.scdn.co/image/185231175df036c1c337231e855b18a63a30b794
52sbFniPptK6lNYHmuoPpz,Daniel Johns,,https://i.scdn.co/image/ab6761610000e5eb4be57ef0c09f77d5e58ad9ff
7tYKF4w9nC0nq9CsPZTHyP,SZA,pop,https://i.scdn.co/image/ab6761610000e5eb7eb7f6371aad8e67e01f0a03
7zrkALJ9ayRjzysp4QYoEg,Maribou State,electronica,https://i.scdn.co/image/ab6761610000e5ebbeaea33eaf23808b73167155
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,east coast hip hop,https://i.scdn.co/image/ab6761610000e5eb5c58c41a506a0d6b32cc6cad
2cBJdvWoG1W5Fo8rrvUBfO,Clay,,https://i.scdn.co/image/ab6761610000e5ebea3ed89c675da3d44324224b
3W4xM5XYtUp4ifYYPVKVdk,Grandaddy,alternative rock,https://i.scdn.co/image/ab6761610000e5eb52b0b01ef496d6a89d007bba
0Grjlu7ncIuCaSYvCs9fcd,New Radicals,pop rock,https://i.scdn.co/image/181d69eb2191335b136de8993e0c2ef9f381600c
3KEb1kbIZN5jumsjFEWgSW,Tal Bachman,pop rock,https://i.scdn.co/image/ab6761610000e5eb7258aadd1049c257123dc915
3FUY2gzHeIiaesXtOAdB7A,Train,dance pop,https://i.scdn.co/image/ab6761610000e5eb9ac5323dcebb1c7b80dcaf64
4KWTAlx2RvbpseOGMEmROg,R.E.M.,alternative rock,https://i.scdn.co/image/ab6761610000e5eb6334ab6a83196f36475ada7f
6hfwwpXqZPRC9CsKI7qtv1,Alina Baraz,etherpop,https://i.scdn.co/image/ab6761610000e5eb744400b7e4917b76909d85e4
6dFcFdXcDnvv5KzmhycLA7,Crystal Bats,,https://i.scdn.co/image/ab6761610000e5eb97b0eb4ef0d961b95e9cc835
6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,chillwave,https://i.scdn.co/image/ab6761610000e5eb806b7dabf277e77a52d075cb
5vfEaoOBcK0Lzr07WN8KaK,Darius,filter house,https://i.scdn.co/image/ab6761610000e5ebbd4a365af478a264bbb021f3
6vVztIuqdDHvYWxOEXCzjN,SALES,indie pop,https://i.scdn.co/image/ab6761610000e5eb8a95cd388f98773b9bc5e9f9
3W9UldYu0xJcaOAw2SUTDI,Panama,australian indie,https://i.scdn.co/image/ab6761610000e5ebe8f17cbefdcc9eb7ef8936fc
1LftWcqpFbqz81DS27TByR,Clubfeet,australian indie,https://i.scdn.co/image/ab6761610000e5ebe831f2ed3204207bc23ef631
7xfdx6PiB50V9VWI4Mq70R,Jabberwocky,french indie pop,https://i.scdn.co/image/ab6761610000e5eb7e8cf294ac379fad716a4b3d
3t56cz9dhL53ioNIZFCDBo,Portland,,https://i.scdn.co/image/ab67616d0000b27399f7b24ebd7d68165cf9abba
1JV4iC1UhplRE8RFr8Q9n9,Paradis,electro-pop francais,https://i.scdn.co/image/ab6761610000e5eb56f0a6b40552b415849ddf67
1lPoUtXvNsSiVYGpmOjv4v,Pascäal,vapor twitch,https://i.scdn.co/image/ab6761610000e5ebb4475c6c7c073f4124db596f
4AQrqVz6BYwy29iMxcGtx7,Roosevelt,indie emo,https://i.scdn.co/image/ab6761610000e5eb05858f274692344c6f5ee13a
380fnmlGnkyueBMqGWx2k5,Joe Goddard,electronica,https://i.scdn.co/image/ab6761610000e5ebc21da7ca7ca3439b631bc40d
3e69LorE0YSsEaYY6x9XuG,Seoul,,https://i.scdn.co/image/ab67616d0000b273419afe2ef137ac8ea21bfea2
76QHVIjgqlkWB9LNGliman,Joe Hertz,indie soul,https://i.scdn.co/image/ab6761610000e5eb86cf6aed6a8f96bbf2d2b581
4iKklgbBptQhEdkFaeE0nT,A.O.S.O.O.N,british soul,https://i.scdn.co/image/ab6761610000e5eb9ea013118b32139e495610c4
1C545778m57qWQwISWGAHD,Bodhi,future garage,https://i.scdn.co/image/ab6761610000e5eb60ffd94dabfaa79d8752c0f3
6jNOJmB6z7VATJ062NlwCd,Full Crate x Mar,dutch pop,https://i.scdn.co/image/ab6761610000e5eba369d4a5a1d8c8044849330b
1lc8mnyGrCLtPhCoWjRxjM,Flight Facilities,aussietronica,https://i.scdn.co/image/ab6761610000e5eb4341c3259d0e08769fb5b48f
6xS3zemJD9h94iueQvGqVk,Gold Panda,chillwave,https://i.scdn.co/image/ab6761610000e5eb643747400fad381f88b5062f
1rV8CSndUWTaCCUgF7N1wq,Drew Hill,,https://i.scdn.co/image/ab6761610000e5eb50682c7b85f0988aee80b86e
58fzPwxNFw1Ae500uB038l,Kinnship,vapor soul,https://i.scdn.co/image/ab6761610000e5ebeff232898215a5d492f66791
0tOrKkXIn3VYyVHFEPG6Xd,Galimatias,vapor twitch,https://i.scdn.co/image/ab6761610000e5eb8673c86345fd5160c5805b77
4AVFqumd2ogHFlRbKIjp1t,Alesso,dance pop,https://i.scdn.co/image/ab6761610000e5eb85bb0aa225cf7e0dbc9fcefe
2wY79sveU1sp5g7SokKOiI,Sam Smith,pop,https://i.scdn.co/image/ab6761610000e5eba8eef8322e55fc49ab436eea
1mrrvBvbrm28iYaPlJ9mG5,Alex Adair,house,https://i.scdn.co/image/ab6761610000e5ebc9ef6895fbe609a8320a3d0b
4ScCswdRlyA23odg9thgIO,Jess Glynne,pop,https://i.scdn.co/image/ab6761610000e5eb59a426d643b74f05b8749b8d
61lyPtntblHJvA7FMMhi7E,Duke Dumont,edm,https://i.scdn.co/image/ab6761610000e5eb208e2d15d19c97801c0bd5fc
238y1dKPtMeFEpX3Y6H1Vr,Parra for Cuva,deep euro house,https://i.scdn.co/image/ab6761610000e5ebad9df3a6cb90db01a84e853c
0M8bENqBUzh2gnhRZVnFPf,Sao Vicente,bossa nova cover,https://i.scdn.co/image/ab6761610000e5eb318e0ce01bb7bf3606f00165
4gus7u7NSeJ3OGIhOnNgIr,Ituana,coverchill,https://i.scdn.co/image/ab6761610000e5eb231343e1b865da2fedad7b34
4W8Yz77BGq4uaiqCR2sYJ9,Vondelpark,gauze pop,https://i.scdn.co/image/ab6761610000e5ebf56b727446cdc48f534e9ea7
0TytASn0kOZkCpjYTrXsBt,Vaults,vapor pop,https://i.scdn.co/image/ab6761610000e5eb58b739891ab03a2f2cd8d4a8
6NOvBZrkd83MSD51xkq4on,Elephant Man,dancehall,https://i.scdn.co/image/34d511cb4ddbf32bc882f904255d8d4cda721ecc
3SAMS1olAlq6wJ8Y7CApjs,Miles Bonny,bass trip,https://i.scdn.co/image/ab6761610000e5ebb067ba0d4ab04cf0ad60d8ac
5j3iObqG7iT7utWpTTmC7F,DJ Drez,high vibe,https://i.scdn.co/image/ab6761610000e5ebe4b8efa5a2ad6fabcc6950fa
3EogSxYXgnES1hVk0nxB8X,Sashamon,jawaiian,https://i.scdn.co/image/ab6761610000e5ebee1bdc453255bba7ef59ee3d
6v4jPZO3UIDNJIgdxRxtr9,DISPATCH,jam band,https://i.scdn.co/image/ab6761610000e5eb18e51db3734591bc6278e52a
5lbM4g6bhxjNX7R5QHP2nD,Xavier Rudd,australian indie folk,https://i.scdn.co/image/ab6761610000e5eb0c898fe5227b012ee8e39e87
7zHIrsSBL7A0gEJfzv1m7z,Benjamin Clementine,art pop,https://i.scdn.co/image/ab6761610000e5ebfccc67418b2240ebe19c3a30
7eW7XlHPEaGBY5JION7Vw9,The Cool Quest,,https://i.scdn.co/image/ab6761610000e5eb71e998cd2dd38472a0ffb9e8
5UM0rGACsE5XYDe17ClIxk,Damon Aaron,,https://i.scdn.co/image/ab6761610000e5ebfdaffc93a1747065f1f2d2a1
1WfWKF1hFimJLzz6ix6aRi,Captain Planet,deep german punk,https://i.scdn.co/image/ab6761610000e5eb3c18c540ab5113d533876930
2mVVjNmdjXZZDvhgQWiakk,Khruangbin,indie soul,https://i.scdn.co/image/ab6761610000e5ebd7f94cc01272646f12243037
6EmYrvwNj5HqzWVQfMMkQP,Mariami,georgian pop,https://i.scdn.co/image/ab6761610000e5eb00d259850d8439c5e1c6fbc4
1hrk6zMUcmLxFnwMsyOHDF,K.Raydio,,https://i.scdn.co/image/ab6761610000e5ebe5cd4895b0162b3c46c92cf5
0AepkoQhYvkjEzzwIcGxdV,Jacob Banks,uk contemporary r&b,https://i.scdn.co/image/ab6761610000e5ebedb1ff4a690386ca7bee7007
3sO8muEXafy2NGwUZByrTr,Cody Chesnutt,funk,https://i.scdn.co/image/02f89a69a4cef248e8ceaba2960b0b7a71bb85eb
5LuLeXlnT2jFxbx7Cg7j88,Ady Suleiman,uk contemporary r&b,https://i.scdn.co/image/ab6761610000e5eb5dc11b4ebb5b7063ec09025a
3LpLGlgRS1IKPPwElnpW35,James Morrison,neo mellow,https://i.scdn.co/image/ab6761610000e5eb340fa517cfa6d15bb850c710
12ZOHgIYkZiwd9w9F7I83e,The Quantic Soul Orchestra,bboy,https://i.scdn.co/image/ab67616d0000b27313700aad2a6eac206097475e
1uquUYtkdKei0zuhBY9P0t,Justin Nozuka,canadian contemporary r&b,https://i.scdn.co/image/ab6761610000e5eb7ef88867061db3a41865da0c
4qOzMSukiZoiSjPQw8Zs7s,Mansionair,aussietronica,https://i.scdn.co/image/ab6761610000e5eb8b403a5463064a49bc207121
7fqDRFkiuwzFDde1K0taVs,Shakka,,https://i.scdn.co/image/ab6761610000e5eb6be2f09a550fde211a206398
2H1QvrzVgcOKPRpYF8xDUn,Smoove & Turrell,bboy,https://i.scdn.co/image/ab6761610000e5eb6fddf6f2a2e5d3946cdaf8f6
4G5ZJny3HvX6Il7eHVfnNC,Fatoumata Diawara,afropop,https://i.scdn.co/image/ab6761610000e5ebe78d9df8e5dffeea40337892
23usQJ95w7f95tnN4MJEgy,Jono McCleery,uk alternative pop,https://i.scdn.co/image/ab6761610000e5ebc274ac48a517f7e6a70d545e
7nXyULtoL8k7wP9l6kg8Ef,Madeleine Peyroux,contemporary vocal jazz,https://i.scdn.co/image/ab6761610000e5ebf878fa1f2dfe15aa758364b3
4bS7w1U8P3Zuaa5jmj3mvN,Denai Moore,uk alternative pop,https://i.scdn.co/image/ab6761610000e5ebd23ae877ec83ebde2e060c54
5fYyfkrYbHDQreGr7cUul0,Maxine Ashley,,https://i.scdn.co/image/ab6761610000e5ebc6d0c7b3ad8e7fd779b1dedc
0upXUo04k4k8bGVSkmgrSc,Aṣa,alte,https://i.scdn.co/image/ab6761610000e5eba21f33bac1539d247da03ee7
5iFyVnPvgc3b4bduxnqn6l,Bo Saris,minimal tech house,https://i.scdn.co/image/ab6761610000e5eb133a6e32dc31894d13eee283
6hV6oxGLeLFw17DGjIPkYD,Cosmo Sheldrake,pov: indie,https://i.scdn.co/image/ab6761610000e5eb05712b3e43d2f3cdf8f08b1b
0CUpzKPDfIVzYqMn47jiV3,Curtis Harding,funk,https://i.scdn.co/image/ab6761610000e5eb9001e6424c84856d1fd1d296
0c103ZyWDycpfVxR0lNrjm,MY BABY,dutch blues,https://i.scdn.co/image/ab6761610000e5eb981ebfcda5e2daa547fb9a57
3uCu2WgyG0Iw50ylOYDSpH,Maria Gadú,mpb,https://i.scdn.co/image/ab6761610000e5eb2ac4d8d36593ae9d03393b1d
2zlZMYbK8cb2rChIplhveR,Art of Shades,,https://i.scdn.co/image/ab6761610000e5eb504934d636fe33ab236f3876
0Dc2rdPzleezxhvQhQbXuS,Idris Elba,uk tech house,https://i.scdn.co/image/ab6761610000e5eb369ee62e8d4118a623c5bb0f
2dJTa3mUidZAO9sKcY72tK,Ben L'Oncle Soul,indie soul,https://i.scdn.co/image/ab6761610000e5eb0fe90eb215f759925b4b8ba3
6kUglM25Mvn6Uy7EDXsT1n,Thomas Dybdahl,norwegian singer-songwriter,https://i.scdn.co/image/ab6761610000e5ebf0937ba5479086b66fff7b65
0GG2cWaonE4JPrjcCCQ1EG,SG Lewis,indie soul,https://i.scdn.co/image/ab6761610000e5ebe9c31464772fd2987848efe3
06nevPmNVfWUXyZkccahL8,Gregory Porter,contemporary vocal jazz,https://i.scdn.co/image/ab6761610000e5eb4bba7af02dea26ca2eedf919
2sgVQmhRbgSEe47A1bJRrC,Mike Love,,https://i.scdn.co/image/ab6761610000e5eb8233325cc7c3a257775c29a3
3bWxjvKUe8YV0VkI5d3I1Y,Blundetto,electro jazz,https://i.scdn.co/image/ab6761610000e5eb13d4b33ac5621a7534f5934e
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,modern rock,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e
7ufEgkezb6ZpZpYibJvE4g,TenTemPiés,nederreggae,https://i.scdn.co/image/ab6761610000e5eb360a968ee8be6e91010c5e32
0TaelSp6OIZw6mzikDmDrB,Emil Landman,dutch indie,https://i.scdn.co/image/ab6761610000e5eb4856edf0614d12d45c149b5f
42W0DbppiuIZYntWRUJJnD,Playground Zer0,,https://i.scdn.co/image/ab6761610000e5eb647a9e2b19ce9cbcbe73b977
01Pgezcz6XA9a8vpSiZt9T,Piñata,,https://i.scdn.co/image/ab6761610000e5eba350fb3ed7b8c5ec1c3b9a76
3kHVioJpVxlazAAKQ64pC1,Yuna,malaysian pop,https://i.scdn.co/image/ab6761610000e5ebb7ea94e6d43ae538be1d9410
0NSO0g40h9CTj13hKPskeb,Ibrahim Maalouf,arabic jazz,https://i.scdn.co/image/ab6761610000e5ebea8a5e4a0a46f7bab2b96414
4XOAS1Q62GWP67HMX7ASk3,Pete Philly & Perquisite,jazz rap,https://i.scdn.co/image/ab6761610000e5ebddd6d2cf5ac0754663473ed2
1xkxEEm60IyknT2Eh469mX,Fyfe,vapor pop,https://i.scdn.co/image/ab6761610000e5ebb7fd836a65c6add4a8ba8187
2ZqIiWLO4RwWASECWbNb0Q,David Lemaitre,indie boliviano,https://i.scdn.co/image/ab6761610000e5eb5d5e493d05072da62d849aad
7ngHgvOBZdRQb9ITJfLvdO,The Very Best,afropop,https://i.scdn.co/image/c88f48df1c7be06edc67f48fd58b82fc51cc294d
6XZYAWJLL8UIbxAqjKj3cg,SOHN,indietronica,https://i.scdn.co/image/ab6761610000e5eb374b33494310187cd970d6cf
14H7ag1wpQOsPPQJOD6Dqr,Zero 7,downtempo,https://i.scdn.co/image/ab6761610000e5eb85c10aefe83110535eea474c
19m3oZKjGSLzVW0OGIAcNg,George Maple,australian pop,https://i.scdn.co/image/ab6761610000e5ebc3aafb1930542c6c386090d3
2I36EjIVz3vDfROgj1MfZ3,Boozoo Bajou,downtempo,https://i.scdn.co/image/ab6761610000e5ebaa68d18f9bba57c2cf7b1f02
6KW9013GeOEUJDnhtRWTns,Orelha Negra,hip hop tuga,https://i.scdn.co/image/ab67616d0000b273d3bd15ce113c13c50ebddc48
0EeY17gAdOJIBjNrpi6q1G,Myles Sanko,neo soul,https://i.scdn.co/image/ab6761610000e5ebe789d063b51c0df63984e248
0bdfiayQAKewqEvaU6rXCv,MØ,danish pop,https://i.scdn.co/image/ab6761610000e5eb903bbd69a4413930bb99d063
2QfiISy54lQqFOiZV5f1Zh,Sam Brookes,bristol indie,https://i.scdn.co/image/ab6761610000e5eb1aa07d8c3f94779f371af408
681N6DCEDKu6miVIUE4MrT,Royce Wood Junior,gauze pop,https://i.scdn.co/image/ab6761610000e5ebfe923e61b48e64de53ad5dfa
6QncudMSOiKxYRIKRDks6S,Hindi Zahra,world,https://i.scdn.co/image/ab6761610000e5eb05cf5a19262c177fc6215e64
49nLjoMp9cuHBsYHBsmets,Babel feat. Låpsley,,
1cwOthlzLBwN8Imbq7P71H,Dotan,folk-pop,https://i.scdn.co/image/ab6761610000e5eb8718c583100f6079a5ac032d
0y7nKdQLE2j2zsujzgYfzg,Guitar Beats,,https://i.scdn.co/image/ab6761610000e5eb10c42ff60bfaae4d90649867
6ckl3hbTfzvWrvvKjJ9suS,Sylverfortem,,https://i.scdn.co/image/ab67616d0000b273b81df32bf5d4a0ea24bc66ba
60CtoTvjEdPsBkhhcm52f8,Courtney Williams,beats,https://i.scdn.co/image/ab67616d0000b273b04d922eaa921ae90c8187be
6QrrsOOt6c06IneTnCH1CZ,Synthesizer,,https://i.scdn.co/image/ab67616d0000b273071c4a52d003905d79634ac0
6NCf7RmmcgldaLOpZScTgr,Eternity,chinese worship,https://i.scdn.co/image/ab67616d0000b273f2c0ba3c92eae69b562ff9a2
5gBHhcHWRGFsxYVtkHUSfj,Julien Dyne,nz reggae,https://i.scdn.co/image/ab6761610000e5eb68216fc8157235fe1ccf476c
1FTFy5sAOlZpN6GY6s9VLh,Fellini Félin,french indie pop,https://i.scdn.co/image/ab6761610000e5eb872eb35d28a70ef5834d9885
4vPkk0pLFIBHNb40DgbYut,Electric Wire Hustle,indie jazz,https://i.scdn.co/image/6dacebdb6eaef9a5efb65f234412f1d64cb26ac6
6d1HqiWNEKV9zFqQM9WeYo,Romare,electronica,https://i.scdn.co/image/ab6761610000e5ebfe31b0f1f12091083710ec49
3nuc29fYGlQbIrwh4yrNWd,Lake Street Dive,boston rock,https://i.scdn.co/image/ab6761610000e5eb990c13fc50180f1c22a4ffe6
41Ue54Vb6iWx2dcdRCM6oH,Kazy Lambist,french indie pop,https://i.scdn.co/image/ab6761610000e5ebb2c2fd1272d1572e23df67b3
1fwuUuFbqXJx3B17PUhFCE,Hollie Cook,uk reggae,https://i.scdn.co/image/ab6761610000e5eba5ecdc9ec03e87d0e0118751
3GEUIa3Z0Qlivy3EcJm5RX,Etherwood,deep liquid,https://i.scdn.co/image/ab6761610000e5eb692035e50e5304fee9379210
3pGgFAbmQ22e2LWjOtv5jH,Melanie De Biasio,belgian jazz,https://i.scdn.co/image/ab6761610000e5ebf8fdd27f579ca98e876d0663
24JkoUWxHMpsrQFM9ADY4u,Shaolin Temple Defenders,bboy,https://i.scdn.co/image/ab67616d0000b273af380d938bccbaa7cf1cb8c5
1xHQO9GJIW9OXHxGBISYc5,Marian Hill,electropop,https://i.scdn.co/image/ab6761610000e5eb65f01a288ca1ad0194c1e051
6R9Mv0bgGE4Tqxna1q5Mrj,Roy Ayers,funk,https://i.scdn.co/image/3fb0b3b86b8f6c36e08ba038880afc7911bb0f52
6xyaria4AcxjRuJZLkWvMW,Guru,boston hip hop,https://i.scdn.co/image/ab6761610000e5eba52ca5ab39f130ff72647ebb
5iPtkyoEOCILhwFgl2a2d3,Bearcubs,indie soul,https://i.scdn.co/image/ab6761610000e5eb9a61f801cef3b6529bfebd8e
1LfcJTOmVKxmvsdk1P00D1,Slackwax,electro jazz,https://i.scdn.co/image/ab67616d0000b273be5412f33ce4e5d00117e50b
0r0KdmVS1Er3kaFnl1KPog,Kwabs,gauze pop,https://i.scdn.co/image/ab6761610000e5ebebc16817eefaf66430d0dd2e
4SkLPRjzPXh6d5n32Vypy5,Lord Echo,indie soul,https://i.scdn.co/image/ab6761610000e5eb654f9272ef47a7bf65b88d61
10eFnQAKDDg8V25LEVvhpH,Electro Deluxe,modern funk,https://i.scdn.co/image/ab6761610000e5eb3741f0dfafd0eecab8b1c9ac
