id,name,uri,album_image_url,release_date,artist,artist_id,genre
7g850wt09NzDrXOhs4tRJM,#23 - How to fed data into AI algorithms. Understanding categorical feature encoding and scaling/normalization.,spotify:episode:7g850wt09NzDrXOhs4tRJM,https://i.scdn.co/image/ab6765630000ba8ac8cb73cc1c5fb5691eae4e14,2021-11-04,Life with AI,38kCKFKEAm9romJuaXVq4w,podcast
2wFOx8HgO5ib0sWH889jKd,"Salários, trabalho remoto, e senioridade: os resultados do State of Data Brazil - Data Hackers Podcast 53",spotify:episode:2wFOx8HgO5ib0sWH889jKd,https://i.scdn.co/image/ab6765630000ba8a9d510127707c53e41b8027aa,2022-03-11,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
6wv1XCIMmFAswGgmjri76T,13_Inference for Categorical Variables (Part 1 of 2),spotify:episode:6wv1XCIMmFAswGgmjri76T,https://i.scdn.co/image/ab6765630000ba8a08262d519159335538076a19,2023-06-01,Statistics for the Social Sciences,3NA20RWdSNIWlQ3j3j40Gv,podcast
0bwtaOWWKspFTQPlX1oaZp,Tendências para Dados e AI em 2022 - Data Hackers Podcast 51,spotify:episode:0bwtaOWWKspFTQPlX1oaZp,https://i.scdn.co/image/ab6765630000ba8a9d510127707c53e41b8027aa,2022-02-04,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
6m83JtFqUewf7umg1uZ2cJ,Forecasting Principles and Practice,spotify:episode:6m83JtFqUewf7umg1uZ2cJ,https://i.scdn.co/image/ab6765630000ba8ad60768f9e2b719a40a33ed6f,2021-05-24,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
52YTW05YC9EVCgcLSi5Zlt,Dados e Bolsa de Valores - Data Hackers Podcast 34,spotify:episode:52YTW05YC9EVCgcLSi5Zlt,https://i.scdn.co/image/ab6765630000ba8a22f3b9e8481bb9a5a63ca597,2020-12-20,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
1gWZugoCgqkQphakxXY94h,"Deep Learning: o que é, como funciona e como começar  - Data Hackers Podcast 25",spotify:episode:1gWZugoCgqkQphakxXY94h,https://i.scdn.co/image/ab6765630000ba8a22f3b9e8481bb9a5a63ca597,2020-06-27,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
6EHVRQOCQvTdCYY6dKUaZY,O desafio de criar comunidades de tecnologia - Data Hackers Podcast 21,spotify:episode:6EHVRQOCQvTdCYY6dKUaZY,https://i.scdn.co/image/ab6765630000ba8a22f3b9e8481bb9a5a63ca597,2020-03-13,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
2l8PKzT2HJRgQrV9tuZEqj,Prequisites for Time Series,spotify:episode:2l8PKzT2HJRgQrV9tuZEqj,https://i.scdn.co/image/83d2d7b1570ffda9e0a9fa68cc54f6e43cbccfab,2021-05-21,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
3RvcIMmrndEQQ0cHWGWUHs,Predicting Stock Prices,spotify:episode:3RvcIMmrndEQQ0cHWGWUHs,https://i.scdn.co/image/ab6765630000ba8a6fe98b8a571fa52a33d62656,2021-07-19,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
0sj0bx0X6tMQJebvjkdidp,Applying k-Nearest Neighbors to Time Series,spotify:episode:0sj0bx0X6tMQJebvjkdidp,https://i.scdn.co/image/ab6765630000ba8a8d011e3aa34e49000c31e524,2021-09-20,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
3TneWaKs2lMqhKaG8ooQcQ,#104 How the Data Community Can Accelerate Your Data Career,spotify:episode:3TneWaKs2lMqhKaG8ooQcQ,https://i.scdn.co/image/ab6765630000ba8aa92507f9439b29c000e6f99c,2022-09-12,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
3lUvD6Hnj5QFleuITKhoA6,#105 What Data Visualization Means for Data Literacy,spotify:episode:3lUvD6Hnj5QFleuITKhoA6,https://i.scdn.co/image/ab6765630000ba8ab41225f8c222db647d61edf1,2022-09-19,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
3yZmKQ7XEDbEUpdFHqA2tI,Detecting Drift,spotify:episode:3yZmKQ7XEDbEUpdFHqA2tI,https://i.scdn.co/image/ab6765630000ba8a849f102663efd17bc18f1d7f,2021-06-11,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
4iyAmc7P3uhwt7V423As7R,Time Series at the Beach,spotify:episode:4iyAmc7P3uhwt7V423As7R,https://i.scdn.co/image/ab6765630000ba8afaf5df02a122063486698c61,2021-06-28,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
6hxk83bnc7fkrxaFpjSVCn,ARiMA is not Sufficient,spotify:episode:6hxk83bnc7fkrxaFpjSVCn,https://i.scdn.co/image/ab6765630000ba8a1061bd9236f0fe7b19e46a76,2021-08-30,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
3oXho6E3npFatzIMo7XAgZ,Ultra Long Time Series,spotify:episode:3oXho6E3npFatzIMo7XAgZ,https://i.scdn.co/image/ab6765630000ba8a4131ecb2df5c604c60708c80,2021-09-13,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
65qAn1b3WmWrx0TAyF0XHX,Time Series for Good,spotify:episode:65qAn1b3WmWrx0TAyF0XHX,https://i.scdn.co/image/ab6765630000ba8a362a425c73cb8f1f21cfe80e,2021-11-01,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
1PuD2hEsx3mEAtDISA93mn,#92 Democratizing Data in Large Enterprises,spotify:episode:1PuD2hEsx3mEAtDISA93mn,https://i.scdn.co/image/ab6765630000ba8a5f4712b441fcd4135ca7452c,2022-06-20,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
3urmG0NO3vmlwLDXXCFsOn,122. Sadie St. Lawrence - Trends in data science,spotify:episode:3urmG0NO3vmlwLDXXCFsOn,https://i.scdn.co/image/ab6765630000ba8a30097bf9d00bc699b86a7588,2022-05-04,Towards Data Science,63diy2DtpHzQfeNVxAPZgU,podcast
26iG67nH0vHKYczROEh5oq,33 - Data scientist vs machine learning engineer - what you need to know,spotify:episode:26iG67nH0vHKYczROEh5oq,https://i.scdn.co/image/ab6765630000ba8a187e65c9fab17f9e4d1f9542,2021-07-02,Naked Data Science,4Sacw5UzY7utm6coTEHS0h,podcast
7HJ0QoHu3uYoSXGyKdABCL,32 - So you want to become a data scientist at FAANG,spotify:episode:7HJ0QoHu3uYoSXGyKdABCL,https://i.scdn.co/image/ab6765630000ba8a187e65c9fab17f9e4d1f9542,2021-03-23,Naked Data Science,4Sacw5UzY7utm6coTEHS0h,podcast
51oRkoA1cAQ2X1kucFxlWk,615: How to Ace Your Data Science Interview,spotify:episode:51oRkoA1cAQ2X1kucFxlWk,https://i.scdn.co/image/ab6765630000ba8ae1e733eac0d1d4ffce1ea344,2022-10-04,Super Data Science Podcast with Jon Krohn,1n8P7ZSgfVLVJ3GegxPat1,podcast
5lTgpePHSlrOsQOl2VbLEB,ML Ops in Production,spotify:episode:5lTgpePHSlrOsQOl2VbLEB,https://i.scdn.co/image/ab6765630000ba8a81a375f88cf637d9303156f0,2022-10-06,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
0lsXCD3SPjcO0H7HZnSPFy,#108 The Hallmarks of Successful Data Training Programs,spotify:episode:0lsXCD3SPjcO0H7HZnSPFy,https://i.scdn.co/image/ab6765630000ba8a12b576398f17a8cc37f70cdc,2022-10-10,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
1hampO75GK2nKsk3LVmUQc,520. The Unintended Consequences of Working from Home,spotify:episode:1hampO75GK2nKsk3LVmUQc,https://i.scdn.co/image/ab6765630000ba8ad8cbc1b0e35fb151ae472695,2022-10-27,Freakonomics Radio,6z4NLXyHPga1UmSJsPK7G1,podcast
1JlNxcHMPhpzpT8bpzLMo6,O que é e para que serve MLOps? - Data Hackers Podcast 60,spotify:episode:1JlNxcHMPhpzpT8bpzLMo6,https://i.scdn.co/image/ab6765630000ba8a22f3b9e8481bb9a5a63ca597,2022-11-04,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
14OPyeKKcIDFZVrkTOxRsY,"623: Data Analyst, Data Scientist, and Data Engineer Career Paths",spotify:episode:14OPyeKKcIDFZVrkTOxRsY,https://i.scdn.co/image/ab6765630000ba8a0b4bb3673c4e3ab9dd503ad0,2022-11-01,Super Data Science Podcast with Jon Krohn,1n8P7ZSgfVLVJ3GegxPat1,podcast
51Sgpws5KAs8U6j04MmJvV,#102 How an Always-Learning Culture Drives Innovation at Shopify,spotify:episode:51Sgpws5KAs8U6j04MmJvV,https://i.scdn.co/image/ab6765630000ba8ac85dbfa701d83853a94f23b7,2022-08-29,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
6b6pOGLxurds9QojRsnaVZ,Fairness in e-Commerce Search,spotify:episode:6b6pOGLxurds9QojRsnaVZ,https://i.scdn.co/image/ab6765630000ba8ab5528ed27dc98a5cef98039c,2022-09-05,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
2spEss7IPLpWXxgXGlv5Cn,Licensing & automating creativity,spotify:episode:2spEss7IPLpWXxgXGlv5Cn,https://i.scdn.co/image/e7afa3e3cc009d133446a237bf4446832332db6e,2022-09-06,"Practical AI: Machine Learning, Data Science",1LaCr5TFAgYPK5qHjP3XDp,podcast
7IXS7nMlGuQpCYrW92jyCQ,613: Causal Machine Learning,spotify:episode:7IXS7nMlGuQpCYrW92jyCQ,https://i.scdn.co/image/ab6765630000ba8a59665d166e4643253b284931,2022-09-27,Super Data Science Podcast with Jon Krohn,1n8P7ZSgfVLVJ3GegxPat1,podcast
305uKgG15kUZgU9A1hZwxI,Antifragile by Nassim Nicholas Taleb,spotify:episode:305uKgG15kUZgU9A1hZwxI,https://i.scdn.co/image/ab6765630000ba8aaf855b5a1daf0f27edae1b0a,2019-12-15,Bestbookbits,0q8OW3dNrLISzyRSEovTBy,podcast
6hDnIn9cDkrDosaz6m7evy,Do We Need Deep Learning in Time Series,spotify:episode:6hDnIn9cDkrDosaz6m7evy,https://i.scdn.co/image/ab6765630000ba8a6a2aac28ab25615b2a4458ce,2021-06-16,Data Skeptic,1BZN7H3ikovSejhwQTzNm4,podcast
63kdVsY4Ig4igDRa8cCCzp,🧠 Machine Learning for Engineers & AI Work at Siemens – Justin Hodges | Podcast #85,spotify:episode:63kdVsY4Ig4igDRa8cCCzp,https://i.scdn.co/image/ab6765630000ba8af7c2d0cdce82a63eab269d82,2022-10-16,"The Engineered-Mind Podcast | Engineering, AI & Technology",4Y9L0uykSmk7sgskLjBQ1k,podcast
4YQRALNiG18k0su4Aq8qzW,"Machine Learning, AI, and Blockchain at IBM’s Think Conference on Oil and Gas This Week – OGTW166",spotify:episode:4YQRALNiG18k0su4Aq8qzW,https://i.scdn.co/image/ab6765630000ba8aee328c5c004bfc3764242d23,2019-02-28,Oil and Gas This Week Podcast,5abw6M8GZWklf4SueAu19v,podcast
6wigLtnocmgKhyF7gpq8wV,How Machine Learning Transforms and Improves The Efficiency of Oil and Gas Industry,spotify:episode:6wigLtnocmgKhyF7gpq8wV,https://i.scdn.co/image/a9e865b1dcad069db9c79c71277cd2d014551eeb,2020-12-02,V-Soft Tech Talk,2EPxjdkwdPMu5EJ77HxnZm,podcast
6scJcpBxroRWljDDYdvGrM,"Oil and Gas This Week – October 24, 2022 – Ep280",spotify:episode:6scJcpBxroRWljDDYdvGrM,https://i.scdn.co/image/ab6765630000ba8aee328c5c004bfc3764242d23,2022-10-25,Oil and Gas This Week Podcast,5abw6M8GZWklf4SueAu19v,podcast
6xgoTYgT4oYHq2GBGbfp9F,Strategies And Tactics For A Successful Master Data Management Implementation,spotify:episode:6xgoTYgT4oYHq2GBGbfp9F,https://i.scdn.co/image/ab6765630000ba8a4456c3c56c25fd6631366c71,2022-06-27,Data Engineering Podcast,2iLvljRGVVIGlJshT5vNDS,podcast
70elxSv7qaz6X9xj33nOFT,Episode 103 - The Future of Data Management,spotify:episode:70elxSv7qaz6X9xj33nOFT,https://i.scdn.co/image/ab6765630000ba8aaad948a42b575890bdd65aff,2022-11-10,Data Privacy Detective,0D5Gu5cPch0qpKbQjBzf5a,podcast
49T1xNW6ECNGnC5ReM9Xsi,Datacast | Temporada 3 - Capítulo 38 | Data Science Manager vs Data Science Expert,spotify:episode:49T1xNW6ECNGnC5ReM9Xsi,https://i.scdn.co/image/ab6765630000ba8a609affb490d2cc18f9681551,2022-10-11,Datacast,3ykgIX30TUBxfl2G9BVafU,podcast
0H0eMokupFXiwuQrMHGoqs,Predictive Maintenance for Equipment and Machinery - with Predii's Tilak Kasturi,spotify:episode:0H0eMokupFXiwuQrMHGoqs,https://i.scdn.co/image/ab6765630000ba8a4ee53776a9c7287807fd67df,2017-08-13,The AI in Business Podcast,47tfNbsYCwV7Rrlw2gdurZ,podcast
0Mq7cIf1a5URgV77vkW7sq,208 - What is Design Thinking? — with Eric Moore,spotify:episode:0Mq7cIf1a5URgV77vkW7sq,https://i.scdn.co/image/ab6765630000ba8a4afc11ad3b7ec662e2990df3,2022-09-28,The Futur with Chris Do,5K96ryZCjCmxqMzEotvS8h,podcast
1liO6U91Vq6qlzPIKHJjVG,059 - How Design Thinking Helps Organizations and Data Science Teams Create Economic Value with Machine Learning and Analytics feat. Bill Schmarzo,spotify:episode:1liO6U91Vq6qlzPIKHJjVG,https://i.scdn.co/image/ab6765630000ba8a72a047ceba0b9e4135d86244,2021-02-23,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
62cEXmxnb4rSQBcf8ns2vN,104 - Surfacing the Unarticulated Needs of Users and Stakeholders through Effective Listening,spotify:episode:62cEXmxnb4rSQBcf8ns2vN,https://i.scdn.co/image/ab6765630000ba8a72a047ceba0b9e4135d86244,2022-11-15,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
5vNCSTuOsZvU3QhEGFnGsl,"100 - Why Your Data, AI, Product & Business Strategies Must Work Together (and Digital Transformation is The Wrong Framing) with Vin Vashishta",spotify:episode:5vNCSTuOsZvU3QhEGFnGsl,https://i.scdn.co/image/ab6765630000ba8a72a047ceba0b9e4135d86244,2022-09-20,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
7k2ipMNIIZCAh0w19SnnF3,Episode 17: Current State and Future of Predictive Maintenance with Augury CEO Saar Yoskovitz,spotify:episode:7k2ipMNIIZCAh0w19SnnF3,https://i.scdn.co/image/ab6765630000ba8a9b7375a910f95df2f14f3942,2019-02-13,Pumps & Systems Podcast,7vCgXFp1J9Q5WdrMcOWafa,podcast
3pxOIASrtOK1Q87PGP6zOo,Design thinking - bringing the art of science to data science,spotify:episode:3pxOIASrtOK1Q87PGP6zOo,https://i.scdn.co/image/bc7f1fffd02ce1a2597947d6d54a5cd6e4606c2a,2020-06-06,TheMathCompany,4nLiVZz0nzwifxyhYpL2vt,podcast
504XRCzLkqFFovqnX876ji,Paul Orland: On Applying Machine Learning in Oil and Gas Industry | Founding Tachyus,spotify:episode:504XRCzLkqFFovqnX876ji,https://i.scdn.co/image/27df9ae74a81f758f7721c4e963f5f734302dce5,2020-10-11,Exploiting with Teja Kummarikuntla ,04OuZUNijTjCcp8gMd9RD9,podcast
06VEcoFHPrfCQoCryae7yA,Utilizing AI for Predictive Maintenance in Manufacturing | Augury’s Saar Yoskovitz,spotify:episode:06VEcoFHPrfCQoCryae7yA,https://i.scdn.co/image/fa7dbda0b837465a958212995c467d731a6df7e0,2021-01-19,IoT For All Podcast,0jYLPvfCrBZVCwM5a7aldP,podcast
13ERjzixn0Qa5jtA4zMpls,"Making Aviation Ecosystem, Predictive Maintenance Smarter",spotify:episode:13ERjzixn0Qa5jtA4zMpls,https://i.scdn.co/image/ab6765630000ba8a693d2fa8cb1c542c5df7ab8b,2022-07-19,Aviation Week's MRO Podcast,0WJVayVkJri28OvWEGroxg,podcast
2Xppk6h3HrEUZdwufSPDjl,What is the difference between Data Governance and Data Management?,spotify:episode:2Xppk6h3HrEUZdwufSPDjl,https://i.scdn.co/image/ab6765630000ba8aa14b8b70f64ac77af406063c,2022-04-05,The Data Governance Podcast,2jvqe9HZe4DRZXP0BGHoXP,podcast
79OoJQNKgIhQaffbePMjVU,Is Data-Management Dead? The Data-Empowered Organizations And How To Build A Modern Data Estate,spotify:episode:79OoJQNKgIhQaffbePMjVU,https://i.scdn.co/image/ab6765630000ba8ac8a6584783452a41638ede58,2022-11-07,Bernard Marr's Future of Business & Technology Podcast,6pbA7zZxvYOtZfSISMBFcl,podcast
25cnCuBvUPif5381rU2bGA,"Beyond Dashboards: The Future Of Analytics And Business Intelligence? (with Amir Orad, CEO of Sisense)",spotify:episode:25cnCuBvUPif5381rU2bGA,https://i.scdn.co/image/ab6765630000ba8a9485d435d3f1dd6e609caee1,2022-11-21,Bernard Marr's Future of Business & Technology Podcast,6pbA7zZxvYOtZfSISMBFcl,podcast
1mh8knPQRfgsIBIENExxgz,"The Most In-Demand Skills For The Future Of Work (with Jeff Maggioncalda, CEO, Coursera)",spotify:episode:1mh8knPQRfgsIBIENExxgz,https://i.scdn.co/image/ab6765630000ba8a07e73bdabe81e3a1cefacd0d,2022-08-18,Bernard Marr's Future of Business & Technology Podcast,6pbA7zZxvYOtZfSISMBFcl,podcast
5FxgMTr9vNJHo3rneKDxSA,"The Future of Digital Twins (with Michael MacKenzie, AWS)",spotify:episode:5FxgMTr9vNJHo3rneKDxSA,https://i.scdn.co/image/ab6765630000ba8af678e112d9cde8d06331e45d,2022-07-23,Bernard Marr's Future of Business & Technology Podcast,6pbA7zZxvYOtZfSISMBFcl,podcast
3q7A5krG5bzOxGfx41DRfa,095 - Increasing Adoption of Data Products Through Design Training: My Interview from TDWI Munich,spotify:episode:3q7A5krG5bzOxGfx41DRfa,https://i.scdn.co/image/ab6765630000ba8a72a047ceba0b9e4135d86244,2022-07-12,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
4lNHJTwtgMv0dlCml6MvU0,Episode 15: Pump Motor Maintenance & Downtime Prevention with Siemens Experts,spotify:episode:4lNHJTwtgMv0dlCml6MvU0,https://i.scdn.co/image/ab6765630000ba8a9b7375a910f95df2f14f3942,2019-01-21,Pumps & Systems Podcast,7vCgXFp1J9Q5WdrMcOWafa,podcast
4A7eE1jBcASCvHUqaRqrKV,078 - From Data to Product: What is Data Product Management and Why Do We Need It with Eric Weber,spotify:episode:4A7eE1jBcASCvHUqaRqrKV,https://i.scdn.co/image/ab6765630000ba8a72a047ceba0b9e4135d86244,2021-11-16,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
0ar6gaZ2APje6na9QPucqk,"How To Drive Value From Data (with Alteryx CEO, Mark Anderson)",spotify:episode:0ar6gaZ2APje6na9QPucqk,https://i.scdn.co/image/ab6765630000ba8a1373a6f7902cd2013847e208,2022-11-09,Bernard Marr's Future of Business & Technology Podcast,6pbA7zZxvYOtZfSISMBFcl,podcast
2jOORMcixoNSlW3h0pUBs3,"The Importance Of Data Literacy And Data Storytelling (with Tableau CEO & President, Mark Nelson)",spotify:episode:2jOORMcixoNSlW3h0pUBs3,https://i.scdn.co/image/ab6765630000ba8a95a3c3b09e427fac4469d529,2022-11-02,Bernard Marr's Future of Business & Technology Podcast,6pbA7zZxvYOtZfSISMBFcl,podcast
3RsJS6IJ97eaR2lr4ApMBW,041 - Data Thinking: An Approach to Using Design Thinking to Maximize the Effectiveness of Data Science and Analytics with Martin Szugat of Datentreib...,spotify:episode:3RsJS6IJ97eaR2lr4ApMBW,https://i.scdn.co/image/ab6765630000ba8aa130fa605b4456c647ae0b62,2020-06-16,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
1KR3EQ3zkeXpXPT0yWmaZb,#013 Oil and Gas HSE Podcast: Artificial Intelligence and Machine Learning in Oil and Gas,spotify:episode:1KR3EQ3zkeXpXPT0yWmaZb,https://i.scdn.co/image/ab6765630000ba8a74ac044d8fc749dce3747954,2016-11-02,Oil and Gas HSE Podcast,2R7iubM4TB7le9wVhpOzn3,podcast
0E4l9QcJOgeY4At7caZXUZ,Episode 10: Alexandra Gunderson of Arundo Analytics on Unstructured Data and Pumps,spotify:episode:0E4l9QcJOgeY4At7caZXUZ,https://i.scdn.co/image/ab6765630000ba8a9b7375a910f95df2f14f3942,2018-10-16,Pumps & Systems Podcast,7vCgXFp1J9Q5WdrMcOWafa,podcast
1FWXbMDTpVots3SagBInw1,Episode 29: Improve Your Pump System with Pete Gaydon of the Hydraulic Institute,spotify:episode:1FWXbMDTpVots3SagBInw1,https://i.scdn.co/image/ab6765630000ba8a9b7375a910f95df2f14f3942,2019-10-18,Pumps & Systems Podcast,7vCgXFp1J9Q5WdrMcOWafa,podcast
5hcGDxIPtZ7VmEZposgb1z,Making Observability a Key Business Driver,spotify:episode:5hcGDxIPtZ7VmEZposgb1z,https://i.scdn.co/image/ab6765630000ba8a197678912c501cfba8cca249,2022-11-29,The Data Engineering Show,6hMdnrFKlPbia2k6MkFs8U,podcast
3p9gP7Zwnk3k8B4gJR7BGv,S2E2. Digital Transformation And Data-Driven Decisions ,spotify:episode:3p9gP7Zwnk3k8B4gJR7BGv,https://i.scdn.co/image/ba7ddca88a827cc878298e6f1160f355915a9115,2020-11-05,The Change Management Podcast,5HE5I1odpBZXes6IJHQujT,podcast
6UocGfsUqGh3P6CeamX9vq,105 - Defining “Data Product” the Producty Way and the Non-technical Skills ML/AI Product Managers Need,spotify:episode:6UocGfsUqGh3P6CeamX9vq,https://i.scdn.co/image/ab6765630000ba8a72a047ceba0b9e4135d86244,2022-11-29,Experiencing Data with Brian T. O’Neill,7wVvNYSGGicmX2Nb0XhLl9,podcast
7pASdhuqTbNW69qukx1Dfb,Liderando times de Dados -  Data Hackers Podcast 61,spotify:episode:7pASdhuqTbNW69qukx1Dfb,https://i.scdn.co/image/ab6765630000ba8a22f3b9e8481bb9a5a63ca597,2022-12-04,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
2R9SChipkYraLuYLSz8jGR,S4E4 Digital Health Revolution: How do we change Big Data to Smart Data?,spotify:episode:2R9SChipkYraLuYLSz8jGR,https://i.scdn.co/image/ab6765630000ba8a4932b3d424659a44efd6e6c6,2022-03-29,The Change Management Podcast,5HE5I1odpBZXes6IJHQujT,podcast
21ljrPT6x2zSoIIQjSpSLY,storytelling with data: #1 the art of feedback,spotify:episode:21ljrPT6x2zSoIIQjSpSLY,https://i.scdn.co/image/0a0eb001f6cc3f9616c82f12d51eeeecb87af4c8,2017-11-28,storytelling with data podcast,7kdwnSAfzxHt4Xg9K8gy5n,podcast
61UJVXxyf1Tk507JVpsQlZ,How to get the best ROI for digitalizing your asset maintenance,spotify:episode:61UJVXxyf1Tk507JVpsQlZ,https://i.scdn.co/image/bd8b08522446815ed85a81dd864b564d3e543702,2020-07-22,Fluke Reliability Radio,15AH7KUYPta1iSRiSb0A9c,podcast
0Qw4aUtDOnY8TfUckJuVUB,"Episode 1: How to Shift the Culture of a Maintenance Team with Peter Funk, Reliability Manager",spotify:episode:0Qw4aUtDOnY8TfUckJuVUB,https://i.scdn.co/image/ab6765630000ba8ae4af5e53a6d522bbd3e08c56,2019-08-23,Maintenance Mavericks Podcast,5PlLSyIsOYTgtoHuOhDxJD,podcast
1tCBCjICIR4VLzjEO6OTzt,Added value strategies for digitalized lubrication - Online Lubrication Monitoring with Guillermo Miró ,spotify:episode:1tCBCjICIR4VLzjEO6OTzt,https://i.scdn.co/image/f154c6d65323b67b961012906578671eb87fd6aa,2021-07-13,Maintenance Disrupted,52t4kKI8pgTdyfoEI6EczV,podcast
0bmCzkBScg0x9h4G9AmYd9,#115 Inside the Generative AI Revolution,spotify:episode:0bmCzkBScg0x9h4G9AmYd9,https://i.scdn.co/image/ab6765630000ba8aeaaa5e02f5e7a21fd27fc56b,2022-11-28,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
2RqlAeOw5CPxTCZILBzTZu,[DataFramed Careers Series #2] What Makes a Great Data Science Portfolio,spotify:episode:2RqlAeOw5CPxTCZILBzTZu,https://i.scdn.co/image/ab6765630000ba8a5f4712b441fcd4135ca7452c,2022-05-31,DataFramed,02yJXEJAJiQ0Vm2AO9Xj6X,podcast
7jZ9Se0R3kzjKpu4xWwZBl,S3E1. Design Thinking in Business,spotify:episode:7jZ9Se0R3kzjKpu4xWwZBl,https://i.scdn.co/image/ba7ddca88a827cc878298e6f1160f355915a9115,2021-08-05,The Change Management Podcast,5HE5I1odpBZXes6IJHQujT,podcast
1FiZ43HUaShLQBJXCDGRB0,5. Creating Cultures Of Resilience,spotify:episode:1FiZ43HUaShLQBJXCDGRB0,https://i.scdn.co/image/ba7ddca88a827cc878298e6f1160f355915a9115,2020-07-17,The Change Management Podcast,5HE5I1odpBZXes6IJHQujT,podcast
6VVUVe8hv8YXDv8Pa1FiCR,3. Rethinking Strategy,spotify:episode:6VVUVe8hv8YXDv8Pa1FiCR,https://i.scdn.co/image/ba7ddca88a827cc878298e6f1160f355915a9115,2020-06-30,The Change Management Podcast,5HE5I1odpBZXes6IJHQujT,podcast
1pXT1Tz1COrI87IAZFXlzq,Kaggle: como vencer competições de Machine Learning — Data Hackers Podcast 10,spotify:episode:1pXT1Tz1COrI87IAZFXlzq,https://i.scdn.co/image/ab6765630000ba8a22f3b9e8481bb9a5a63ca597,2019-04-28,Data Hackers,1oMIHOXsrLFENAeM743g93,podcast
